"","chrom","start","end","K2P"
"96","LG_2",63262490,63275759,0.0758284462912939
"97","LG_2",63308710,63309345,0.0219473157888742
"98","LG_2",63322464,63329790,0.0373975078359275
"99","LG_N",28550534,28551579,0.0301746506443137
"100","LG_2",63356574,63364259,0.00910021275856973
"101","LG_2",63374487,63379949,0.053922129714312
"102","LG_2",63399608,63410669,0.00115207424242509
"103","LG_2",63414067,63424779,0.0359200616683556
"104","LG_2",63440801,63448083,0.00499080295092559
"105","LG_2",63459790,63467507,0.0021987100999524
"106","LG_2",63475482,63485151,0.00920256944386078
"107","LG_2",63503656,63508430,0.0417828595369174
"108","LG_2",63532981,63538901,0.0990568040988938
"109","LG_2",63549066,63556394,0.0303198727615155
"110","LG_N",28571441,28579182,0.00600906428672698
"111","LG_N",2757527,2759224,0.0196624441390771
"112","LG_2",63561133,63568325,0.0760291420506602
"113","LG_2",63575968,63583991,0.0612462708654905
"114","LG_2",63605498,63610171,0.0744351740704539
"115","LG_2",63622223,63623171,0.065065585053526
"116","LG_2",63629437,63630243,0.0997685768447056
"117","LG_2",63644435,63652060,0.00102669440592104
"118","LG_2",63663841,63678794,0.0778580295751932
"119","LG_2",63687921,63704582,0.0941292718051362
"120","LG_2",63780030,63785070,0.00841196717242996
"121","LG_2",63832888,63840430,0.00664090970182601
"122","LG_N",28617336,28624514,0.00806544296982883
"123","LG_2",63898473,63913243,0.0092436309938337
"124","LG_2",63925176,63926194,0.0741851744254491
"125","LG_2",63955289,63962616,0.00155945521870643
"126","LG_2",63972699,63974710,0.103936573617308
"127","LG_2",63990582,63994961,0.00634340962453599
"128","LG_2",64004194,64019201,0.034393503438151
"129","LG_2",64033639,64037446,0.0307248499844406
"130","LG_2",64049299,64053746,0.0526543550906311
"131","LG_2",64060903,64065566,0.0239822870711359
"132","LG_2",64078549,64088984,0.010160711732774
"133","LG_N",28702175,28708574,0.0697921266273889
"134","LG_2",64103132,64110069,0.0204499036685493
"135","LG_2",64113641,64115171,0.0415408624548903
"136","LG_2",64137338,64148368,0.00231750125207425
"137","LG_2",64152458,64156925,0
"138","LG_2",64183751,64198369,0.023550281760901
"139","LG_2",64223016,64239482,0.00907046944899525
"140","LG_2",64240330,64251067,0.0207473388834718
"141","LG_2",64263518,64270856,0.0499314093657778
"142","LG_2",64273912,64282587,0.0397520830883815
"143","LG_2",64308990,64309493,0.0991365084362188
"144","LG_N",28721244,28727647,0
"145","LG_2",64335911,64343575,0.0090850013922215
"146","LG_2",64354910,64359486,0.0411815877997679
"147","LG_2",64371623,64385394,0.00442520169941874
"148","LG_2",64400630,64408321,0.0361658912280945
"149","LG_2",64409274,64413748,0.00823377931020642
"150","LG_2",64414138,64421355,0.0680876441126107
"151","LG_2",64468656,64469149,0.0126087004944744
"152","LG_2",64478256,64499187,0.0270718791971588
"153","LG_2",64514272,64522057,0.0279070961409514
"154","LG_2",64542271,64544366,0.0333897708915538
"155","LG_N",28770339,28775226,0.0048900145268198
"156","LG_2",64552643,64560437,0.0320375295309253
"157","LG_2",64584053,64588649,0.0133328922464208
"158","LG_2",64604263,64608777,0.0332322851259434
"159","LG_2",64628429,64636430,0.0359270817498334
"160","LG_2",64661319,64668989,0.0214592353904339
"161","LG_2",64688892,64694100,0.00277537230657106
"162","LG_2",64695531,64702709,0.0148854165003544
"163","LG_2",64718745,64722651,0.0413979654367107
"164","LG_2",64729187,64737842,0.0315194513865666
"165","LG_2",64743659,64744360,0.00870996752556485
"166","LG_N",28791928,28799318,0.0341947648317938
"167","LG_2",64752242,64756350,0.0786137183321878
"168","LG_2",64787556,64804220,0.0254131350613731
"169","LG_2",64816061,64817320,0.0395168885237207
"170","LG_2",64824678,64831368,0
"171","LG_2",64834280,64839385,0.00298731284444384
"172","LG_2",64863024,64870171,0.00223048491534486
"173","LG_2",64881031,64888964,0.0199131241388815
"174","LG_2",64896822,64903323,0.0271363406205423
"175","LG_2",64908944,64916119,0.0218950909141308
"176","LG_2",64916559,64924880,0.0206053232965954
"177","LG_N",28800256,28801757,0.121985786446279
"178","LG_2",64940831,64949910,0.0548723119839157
"179","LG_2",64968072,64975424,0.0342921023448401
"180","LG_2",64978381,64987066,0.00193141618652117
"181","LG_2",65004252,65011914,0.00834510126873649
"182","LG_2",65023032,65043540,0.0171084890531192
"183","LG_2",65085720,65090570,0.109633491317484
"184","LG_2",65109597,65111347,0.0179609715868909
"185","LG_2",65151494,65157830,0.00326088112319367
"186","LG_2",65174792,65175214,0.101016866215877
"187","LG_2",65188859,65191612,0.00808781578603362
"188","LG_N",28823555,28828055,0.0104680907231223
"189","LG_2",65232155,65239822,0.0040322799183652
"190","LG_2",65240863,65242410,0.138878082027189
"191","LG_2",65251011,65257409,0.0131530498132392
"192","LG_2",65263539,65272943,0.00464982851761722
"193","LG_2",65304444,65324625,0.00624353241452376
"194","LG_2",65327300,65338570,0.0551817397434825
"195","LG_2",65344627,65352581,0.0148694027918949
"196","LG_2",65355848,65361324,0.0507974645681473
"197","LG_2",65369471,65376530,0.0408045714160644
"198","LG_2",65393589,65400576,0
"199","LG_N",28846549,28848171,0.0852367133347651
"200","LG_2",65428898,65434042,0
"201","LG_2",65457007,65469746,0.0081315517499906
"202","LG_2",65470153,65478888,0.0542004523773169
"203","LG_2",65514301,65523053,0.0505938626630218
"204","LG_2",65540414,65547731,0.00678834439984126
"205","LG_2",65559315,65566604,0
"206","LG_2",65577272,65583942,0
"207","LG_2",65597550,65604882,0.0338573767814586
"208","LG_2",65628758,65639233,0.0401953257367596
"209","LG_2",65670367,65678072,0.00704537998002617
"210","LG_N",28863074,28869094,0.0492081890397036
"211","LG_2",65736318,65742657,0.0204753822088183
"212","LG_2",65748100,65760038,0.129712726136523
"213","LG_2",65783706,65793611,0.00552529706770391
"214","LG_2",65820560,65826952,0.00889338483808764
"215","LG_2",65830085,65836018,0.0366679961528157
"216","LG_2",65868031,65875974,0.00944318463826436
"217","LG_2",65888858,65894956,0.00409916665696753
"218","LG_2",65902549,65910251,0.00397690126316111
"219","LG_2",65911928,65916036,0.0310292130443879
"220","LG_2",65948416,65953618,0.0809210457797205
"221","LG_N",28881316,28886141,0.0573858136955687
"222","LG_N",2766690,2772297,0.0214985063551584
"223","LG_2",65964188,65971880,0.00602717327613541
"224","LG_2",65989377,65992080,0.00658341165445458
"225","LG_2",65997146,66002193,0.022688448461107
"226","LG_2",66002495,66008714,0.0280321783828255
"227","LG_2",66022529,66029596,0.012862445619218
"228","LG_2",66060720,66065072,0.0201019112651466
"229","LG_2",66096127,66103741,0.0167313551905959
"230","LG_2",66110874,66121484,0.0369422868245469
"231","LG_2",66122718,66132592,0.0345432540144036
"232","LG_2",66158065,66163390,0.0148559300760822
"233","LG_N",28888199,28890371,0.00915352644868535
"234","LG_2",66163923,66171720,0.0130904291687346
"235","LG_2",66174649,66179808,0.0798427162879326
"236","LG_2",66181572,66184133,0.036813070894795
"237","LG_2",66189988,66194605,0.00561803663346292
"238","LG_2",66206018,66207307,0.0799870275103995
"239","LG_2",66207961,66212843,0.00270819766620625
"240","LG_2",66230663,66237191,0
"241","LG_2",66312984,66313480,0.090175039296453
"242","LG_2",66315404,66316402,0.0382274963155656
"243","LG_2",66330847,66331373,0.0958219405801597
"244","LG_N",28938012,28939049,0.0546358544360549
"245","LG_2",66332947,66339761,0.0342689561594453
"246","LG_2",66353024,66354632,0.108160736202606
"247","LG_2",66384972,66393265,0.0416836789802474
"248","LG_2",66398903,66400650,0.0349784379175542
"249","LG_2",66410638,66415446,0.024864935694183
"250","LG_2",66417510,66424800,0.0129754524382211
"251","LG_2",66439824,66444216,0.0531144131088451
"252","LG_2",66449032,66456503,0.0122009793713814
"253","LG_2",66465451,66473938,0.0515194766245938
"254","LG_2",66489146,66495431,0.0111739553840425
"255","LG_N",28986662,28994398,0.00394381146401338
"256","LG_2",66507354,66514532,0.00956967010534869
"257","LG_2",66527349,66537639,0.0178688524720461
"258","LG_2",66543262,66543873,0.1046181768565
"259","LG_2",66585997,66587861,0.138309592437869
"260","LG_2",66608735,66617232,0.0023249824870551
"261","LG_2",66635026,66642721,0.00907269128162139
"262","LG_2",66646438,66666594,0.0596672476119389
"263","LG_2",66667761,66674030,0.039358580273754
"264","LG_2",66714335,66727461,0.0389530931573554
"265","LG_2",66727622,66735270,0
"266","LG_N",29000107,29004501,0.0303102832314367
"267","LG_2",66752106,66770520,0.0685483883408712
"268","LG_2",66787121,66790781,0.101493524671701
"269","LG_2",66800639,66804574,0.012635253583151
"270","LG_2",66835401,66846464,0.00115606987918975
"271","LG_2",66847791,66860509,0.0637703953454384
"272","LG_2",66872727,66881533,0.00702173109832778
"273","LG_2",66895930,66903902,0.0391513921718568
"274","LG_2",66909577,66920668,0.0138939642185496
"275","LG_2",66935770,66946473,0.0395158954139064
"276","LG_2",66991335,67002429,0.0136687943438699
"277","LG_N",29060939,29065874,0
"278","LG_2",67017841,67024645,0.0677317643969576
"279","LG_2",67038670,67047114,0.0182596374946741
"280","LG_2",67093632,67100228,0.0123900144992435
"281","LG_2",67150046,67163672,0.0125659096223085
"282","LG_2",67170547,67178221,0.00604312312070758
"283","LG_2",67186399,67193733,0.0259220112164871
"284","LG_2",67229048,67236727,0.00900999285130983
"285","LG_2",67265022,67277534,0.0430294690542187
"286","LG_2",67309760,67321390,0.0229307586915239
"287","LG_2",67322319,67330144,0.0221503518873268
"288","LG_N",29103675,29104560,0.0713828233781468
"289","LG_2",67353132,67361783,0.00808915519823764
"290","LG_2",67373682,67378130,0.00406997042365802
"291","LG_2",67384654,67385744,0.0781928382590617
"292","LG_2",67413561,67424687,0.027657028200616
"293","LG_2",67439652,67460016,0.0522554822593539
"294","LG_2",67493345,67501053,0.0130144232034019
"295","LG_2",67516397,67533556,0.0210182947321275
"296","LG_2",67537754,67547561,0.0593985008455757
"297","LG_2",67595193,67602866,0.00604921588041288
"298","LG_2",67620399,67628971,0.0533501484363402
"299","LG_N",29106594,29110992,0.0154683623981072
"300","LG_2",67629173,67636830,0.00508312885146159
"301","LG_2",67638745,67646579,0.0380826971259628
"302","LG_2",67652365,67659509,0.0283464487446632
"303","LG_2",67687934,67692431,0.00709920462215996
"304","LG_2",67813789,67815258,0.0741221843850063
"305","LG_2",67826600,67832514,0.0400893430173174
"306","LG_2",67854167,67859523,0
"307","LG_2",67890151,67897599,0.0664161913120346
"308","LG_2",67915466,67922696,0.0101595063140722
"309","LG_2",67942158,67949880,0.00903030656928767
"310","LG_N",29129805,29137467,0.00201283321521506
"311","LG_2",68006049,68012341,0.0175779271212504
"312","LG_2",68018242,68025715,0.0420835431209043
"313","LG_2",68030250,68034295,0.0382052559931797
"314","LG_2",68059860,68073970,0.0411248486197701
"315","LG_2",68085968,68086489,0.0492667849651858
"316","LG_2",68126427,68138782,0.0163973317296943
"317","LG_2",68149169,68156162,0.0375693186013934
"318","LG_2",68160899,68171794,0.0613839360781825
"319","LG_2",68201140,68208813,0.00504112180756434
"320","LG_2",68215306,68215911,0.00381681242753554
"321","LG_N",29159333,29166815,0.0267174879025725
"322","LG_2",68217157,68218722,0.020851318749974
"323","LG_2",68230384,68238412,0.0561458036229107
"324","LG_2",68255041,68260688,0.0338138452480108
"325","LG_2",68352156,68363350,0.0383050276180305
"326","LG_2",68372914,68377382,0.0052540545805548
"327","LG_2",68391079,68398271,0.0167358988159404
"328","LG_2",68400843,68409829,0.0509286328773423
"329","LG_2",68416629,68417029,0.0570734163434016
"330","LG_2",68427008,68434326,0.0596642507329497
"331","LG_2",68449309,68464075,0.0167597568492825
"332","LG_N",29178543,29179693,0.0755977614990891
"333","LG_N",2820285,2824165,0.00496281989998496
"334","LG_2",68467232,68471736,0.0151440845189472
"335","LG_2",68475027,68485929,0.00464442954717222
"336","LG_2",68517636,68520431,0.0332556560778371
"337","LG_2",68538447,68549495,0.0105358312834964
"338","LG_2",68567764,68578374,0.0312196925451808
"339","LG_2",68611911,68616289,0.00735372854799695
"340","LG_2",68623928,68631954,0.0350529140411146
"341","LG_2",68669057,68680107,0.00465220413476726
"342","LG_2",68685337,68690218,0.0309689832522978
"343","LG_2",68693759,68700284,0.0705915898445343
"344","LG_N",29187946,29188499,0.0693294747615876
"345","LG_2",68773061,68774012,0.0193016089185981
"346","LG_2",68774581,68775124,0.0096621364132014
"347","LG_2",68787083,68791174,0.0191911848935646
"348","LG_2",68823184,68830490,0.00408060345635594
"349","LG_2",68849072,68856715,0.00509374660311578
"350","LG_2",68867585,68874602,0.11579242998932
"351","LG_2",68875816,68884052,0.00937712481216013
"352","LG_2",68905406,68908198,0.0637937701772253
"353","LG_2",68918023,68922100,0.0257537988857499
"354","LG_2",68926420,68927166,0.0929833125012271
"355","LG_N",29189988,29190668,0.0539213002610688
"356","LG_2",68935317,68940518,0.0290141041445698
"357","LG_2",68953472,68959038,0.0450050127172673
"358","LG_2",68974394,68982972,0.00604918768954899
"359","LG_2",69012296,69014966,0.0063208694280988
"360","LG_2",69016881,69024216,0.062379650431291
"361","LG_2",69066038,69076795,0.0217600597606691
"362","LG_2",69093398,69100399,0.0251527015503905
"363","LG_2",69103020,69114157,0.00432316990093251
"364","LG_2",69125354,69133140,0.0288814025853211
"365","LG_2",69133583,69143925,0.00698901407066756
"366","LG_N",29237273,29244324,0
"367","LG_2",69146442,69152537,0.00298285482759657
"368","LG_2",69158788,69168317,0.0179178932152759
"369","LG_2",69172540,69183613,0.0252761221511857
"370","LG_2",69186635,69193000,0.0107091857209862
"371","LG_2",69199396,69203167,0.03461765229338
"372","LG_2",69236002,69245660,0.0199912941040428
"373","LG_2",69260012,69267721,0.016829611615517
"374","LG_2",69279141,69289915,0.0333797954296837
"375","LG_2",69303611,69310913,0.0547587175510571
"376","LG_2",69348418,69356395,0.0239096329465339
"377","LG_N",29245672,29250252,0.00892880870000323
"378","LG_2",69393261,69400582,0.00908493449211748
"379","LG_2",69401786,69409000,0.0288817235476954
"380","LG_2",69428117,69437362,0.0594711026613283
"381","LG_2",69448704,69453581,0.014911783446658
"382","LG_2",69458861,69467489,0.0718731847399596
"383","LG_2",69470777,69478267,0.123191604161491
"384","LG_2",69522237,69531086,0.119944150293591
"385","LG_2",69536519,69547612,0.0238425410270761
"386","LG_2",69552144,69556899,0.0767119069683144
"387","LG_2",69592989,69595989,0.00815088344355996
"388","LG_N",29270506,29276957,0.0194525517462207
"389","LG_2",69622459,69627043,0.0187470486844269
"390","LG_2",69639099,69647514,0.0604341153723994
"391","LG_2",69651454,69657177,0.0607262341887919
"392","LG_2",69668211,69675825,0
"393","LG_2",69681473,69688146,0.0458260722747682
"394","LG_2",69711176,69722105,0.0602875830566384
"395","LG_2",69750937,69758281,0.0164949974331862
"396","LG_2",69767190,69771080,0.0505830446394879
"397","LG_2",69775938,69782232,0.0630953692212734
"398","LG_2",69788555,69795870,0.0410664049759582
"399","LG_N",29277322,29287951,0.0368534231393553
"400","LG_2",69811745,69819363,0.00625003616935818
"401","LG_2",69837438,69852414,0.00510519397882374
"402","LG_2",69858069,69863040,0.0337227109816132
"403","LG_2",69864854,69871785,0.0345244358532382
"404","LG_2",69881524,69886651,0
"405","LG_2",69891233,69910680,0.0398022797128667
"406","LG_2",69920213,69926920,0.0191841489305214
"407","LG_2",69945744,69949420,0.0421227515449571
"408","LG_2",69956355,69964027,0.00606372068414496
"409","LG_2",70004645,70008849,0.0460076568478433
"410","LG_N",29295478,29301658,0.0636407989101311
"411","LG_2",70011661,70015730,0.0410641881379321
"412","LG_2",70020145,70020718,0.0605299614690553
"413","LG_2",70021920,70022809,0.0415426231776265
"414","LG_2",70024738,70031910,0.0060614099694191
"415","LG_2",70040276,70047213,0.0101203567436136
"416","LG_2",70050723,70070629,0.0013222620747002
"417","LG_2",70140263,70144723,0.00104031239866309
"418","LG_2",70146202,70153458,0.0442534208351591
"419","LG_2",70170758,70172191,0.0416552129458305
"420","LG_2",70173313,70174481,0.0389592045370361
"421","LG_N",29331765,29339459,0.00099502520400501
"422","LG_2",70190948,70198267,0.00401910192701804
"423","LG_2",70208473,70216166,0.0399904516179874
"424","LG_2",70219210,70226895,0.00402897571294906
"425","LG_2",70249659,70257402,0.0275550205104762
"426","LG_2",70280132,70281301,0.0924980350399272
"427","LG_2",70293254,70298183,0.022133219499208
"428","LG_2",70298427,70303085,0
"429","LG_2",70332449,70340107,0.00815376286250281
"430","LG_2",70344383,70345462,0.108935645567448
"431","LG_2",70356141,70367143,0.0106480199756933
"432","LG_N",29348983,29352511,0.056326479399135
"433","LG_2",70372403,70381622,0.0110643754901983
"434","LG_2",70392990,70397600,0.036484127691644
"435","LG_2",70428827,70442698,0.0396767015419425
"436","LG_2",70443888,70451565,0.00604918768954899
"437","LG_2",70501982,70523143,0.00095079652476141
"438","LG_2",70530664,70531126,0.0822771910553994
"439","LG_2",70534940,70540721,0.0696999376371059
"440","LG_2",70559264,70560992,0.0860987608092019
"441","LG_2",70611468,70622576,0.011387174519798
"442","LG_2",70628822,70636178,0.0128549638234138
"443","LG_N",29400032,29406565,0.0431882549509203
"444","LG_N",2844082,2848727,0.0627503659582649
"445","LG_2",70645159,70652920,0.036756695518417
"446","LG_2",70657065,70667450,0.0434429728993046
"447","LG_2",70686793,70693874,0.00802818800514624
"448","LG_2",70708087,70710311,0.0125319843316081
"449","LG_2",70727297,70729164,0.0434029740863173
"450","LG_2",70751431,70758671,0.0138402688425948
"451","LG_2",70770958,70778381,0.0247321453528847
"452","LG_2",70783041,70783923,0.0714223244320899
"453","LG_2",70786666,70793586,0.054551662291147
"454","LG_2",70815354,70823154,0.0238363430049348
"455","LG_N",29466248,29474570,0.0114883115793773
"456","LG_2",70852705,70858950,0.00385606024316945
"457","LG_2",70870624,70885260,0.00489710295209027
"458","LG_2",70905028,70916416,0.0224696929878601
"459","LG_2",70950593,70956223,0.0330295648021035
"460","LG_2",70962907,70973991,0.0136873564057757
"461","LG_2",70990255,70998620,0.0149367797192293
"462","LG_2",71003994,71018804,0.00197503683693154
"463","LG_2",71045484,71053883,0.0431931272797953
"464","LG_2",71071859,71088372,0.0146748640953318
"465","LG_2",71111604,71120983,0.0473571448939442
"466","LG_N",29504862,29511744,0.0309851115051657
"467","LG_2",71136489,71145308,0.0163713784496673
"468","LG_2",71155933,71163275,0.0551382058480926
"469","LG_2",71166754,71173904,0.0313024734789586
"470","LG_2",71186860,71192081,0.0248088505462087
"471","LG_2",71207955,71219017,0.00460931692100125
"472","LG_2",71220036,71230462,0.0508027599254149
"473","LG_2",71244406,71250617,0.00478960471483773
"474","LG_2",71258898,71276979,0.061780161288818
"475","LG_2",71307969,71323901,0.00998233396795999
"476","LG_2",71329685,71336605,0.0240272761862235
"477","LG_N",29511751,29513292,0.0317929390934672
"478","LG_2",71364999,71372657,0.0081371754736962
"479","LG_2",71406518,71415450,0.0225196798010952
"480","LG_2",71425654,71435281,0.0617295475389669
"481","LG_2",71437583,71443271,0.00462966270639835
"482","LG_2",71450635,71453516,0.0366759488611419
"483","LG_2",71466825,71472514,0.0473256571242008
"484","LG_2",71481050,71481526,0.0765078027799943
"485","LG_2",71487647,71492390,0.00688477017696501
"486","LG_2",71499674,71501219,0.03593587106127
"487","LG_2",71507850,71515311,0.0328371040955318
"488","LG_N",29544024,29553917,0.0337095393415107
"489","LG_2",71537354,71550294,0.0845659508061121
"490","LG_2",71555672,71563341,0.0193978525709608
"491","LG_2",71591134,71613533,0.00715164703329604
"492","LG_2",71622783,71627666,0.0172725740650189
"493","LG_2",71632496,71633080,0.0798993909883302
"494","LG_2",71658107,71658756,0.075062593917737
"495","LG_2",71681983,71689636,0.00946023551811386
"496","LG_2",71710274,71711810,0.0349375073092233
"497","LG_2",71718291,71724023,0.0413559531044184
"498","LG_2",71728078,71732613,0.00705959087404119
"499","LG_N",29571859,29579372,0.0462057279733387
"500","LG_2",71772924,71783971,0.00231582209620601
"501","LG_2",71786646,71794317,0.0132853580755494
"502","LG_2",71797639,71805358,0.0118260701572473
"503","LG_2",71812503,71821371,0.00231750125207425
"504","LG_2",71898735,71917586,0.0241163731806343
"505","LG_2",71938937,71945277,0.0050383174932966
"506","LG_2",71950860,71958214,0.0286496246744043
"507","LG_2",71998762,71999891,0.0621293106911212
"508","LG_2",72015782,72026675,0.00464140768407142
"509","LG_2",72123746,72136037,0.0477542061406603
"510","LG_N",29613256,29620928,0.0394633637665803
"511","LG_2",72160577,72165554,0.0247497303555975
"512","LG_2",72171374,72179028,0.0102322766081505
"513","LG_2",72179649,72187905,0.0105019218825404
"514","LG_2",72192684,72200342,0.00507796643960288
"515","LG_2",72217449,72222240,0.0166635725578859
"516","LG_2",72224678,72231482,0.0367714610723183
"517","LG_2",72244728,72245338,0.0240513581517398
"518","LG_2",72258117,72279734,0.0084267738609032
"519","LG_2",72282003,72286204,0.0093016471279093
"520","LG_2",72294706,72297849,0.021981561710558
"521","LG_N",29644709,29646523,0.0918216114003343
"522","LG_2",72307371,72307976,0.0138892858254281
"523","LG_2",72329635,72335908,0.00589976074481483
"524","LG_2",72377185,72384881,0.00199277755699309
"525","LG_2",72428703,72434320,0.00385982354621892
"526","LG_2",72439207,72446085,0.00970115917325997
"527","LG_2",72463926,72464692,0.103065760920299
"528","LG_2",72492596,72500537,0.0143412475840771
"529","LG_2",72500736,72507730,0.0139056123160629
"530","LG_2",72537952,72540566,0.00518136775785866
"531","LG_2",72560993,72568534,0.014449019949208
"532","LG_N",29656689,29658013,0.0534573936652203
"533","LG_2",72572524,72579432,0.0242041711642541
"534","LG_2",72614515,72621618,0.00638986332319944
"535","LG_2",72621761,72629484,0.0244832451825604
"536","LG_2",72656323,72663495,0.01586272346452
"537","LG_2",72682601,72697725,0.044770630627723
"538","LG_2",72740756,72748477,0.0459929536550967
"539","LG_2",72753966,72758172,0.0123843852613548
"540","LG_2",72771557,72781408,0.0250142520659254
"541","LG_2",72808179,72809501,0.0145891765228586
"542","LG_2",72811202,72828154,0.0331259425323534
"543","LG_N",29672200,29672819,0.0794636491312474
"544","LG_2",72856110,72863785,0.00711701240262048
"545","LG_2",72877466,72890163,0.0154996260679835
"546","LG_2",72894598,72908797,0.0300595976560553
"547","LG_2",72956087,72959953,0.0126695573089291
"548","LG_2",72963656,72964642,0.0667026244916741
"549","LG_2",72988945,72994128,0.00374070300047116
"550","LG_2",73001289,73008955,0.0111145784315118
"551","LG_2",73034173,73039334,0.00297398646303865
"552","LG_2",73097843,73113101,0.0697359461286081
"553","LG_2",73125063,73136475,0.00562937562955862
"554","LG_N",29673858,29674361,0.0570713285300136
"555","LG_N",2890533,2891025,0.0498746455369017
"556","LG_2",73142724,73145181,0.00467795441029178
"557","LG_2",73145334,73145880,0.00473937197727188
"558","LG_2",73155801,73161743,0.0346741936088537
"559","LG_2",73166524,73173066,0.0191594321510683
"560","LG_2",73184999,73197379,0.0375347839799126
"561","LG_2",73204453,73210129,0.0306680952895803
"562","LG_2",73211971,73217640,0.0044944122842166
"563","LG_2",73254350,73260044,0.0161611853769727
"564","LG_2",73275608,73282723,0.0302429222121237
"565","LG_2",73292977,73295574,0.0420476799651813
"566","LG_N",29674572,29675059,0.0482861791128458
